l;Destination;Channel;AdvanceDays;TicketWeekday;DepartureWeekday;Fare;miles
DTW;ATL;Online Other;3;Wednesday;Saturday;133.95;596
DTW;ATL;Offline;15;Friday;Saturday;121.5283333;596
DTW;ATL;Orbitz;5;Saturday;Thursday;204.51;596
DTW;ATL;Offline;51;Tuesday;Thursday;101.395;596
DTW;ATL;Offline;32;Sunday;Thursday;131.0475;596
DTW;ATL;Offline;1;Sunday;Monday;220.6073913;596
DTW;ATL;Travelocity;5;Saturday;Thursday;133.95;596
DTW;ATL;Expedia;13;Sunday;Saturday;138.6;596
DTW;ATL;Expedia;21;Tuesday;Tuesday;73.48;596
DTW;ATL;Expedia;24;Friday;Monday;73.48;596
DTW;ATL;Offline;1;Tuesday;Wednesday;201.7099297;596
DTW;ATL;Offline;13;Sunday;Saturday;127.75;596
DTW;ATL;Orbitz;6;Thursday;Wednesday;156.53;596
DTW;ATL;Expedia;8;Wednesday;Thursday;138.0225;596
DTW;ATL;Offline;12;Saturday;Thursday;139.5533333;596
DTW;ATL;Expedia;17;Saturday;Tuesday;82.79;596
DTW;ATL;Offline;67;Saturday;Wednesday;120;596
DTW;ATL;Offline;17;Saturday;Tuesday;136.28;596
DTW;ATL;Travelocity;1;Saturday;Sunday;155.6566667;596
DTW;ATL;Expedia;11;Monday;Friday;140.93;596
DTW;ATL;Travelocity;32;Sunday;Thursday;139.77;596
DTW;ATL;Expedia;10;Wednesday;Saturday;101.4;596
DTW;ATL;Travelocity;14;Saturday;Saturday;82.79;596
DTW;ATL;Orbitz;1;Sunday;Monday;185.12;596
DTW;ATL;Expedia;8;Saturday;Sunday;143.26;596
DTW;ATL;Online Other;21;Tuesday;Tuesday;123.72;596
DTW;ATL;Offline;8;Thursday;Friday;144.6122;596
DTW;ATL;Offline;11;Monday;Friday;142.0777333;596
DTW;ATL;Offline;39;Sunday;Thursday;120;596
DTW;ATL;Travelocity;12;Saturday;Thursday;128.37;596
DTW;ATL;Travelocity;1;Sunday;Monday;73.48;596
DTW;ATL;Offline;17;Tuesday;Friday;136.6739394;596
DTW;ATL;Offline;123;Monday;Friday;96.74;596
DTW;ATL;Offline;44;Wednesday;Friday;106.0466667;596
DTW;ATL;Offline;36;Wednesday;Thursday;111.0466667;596
DTW;ATL;Online Other;8;Monday;Tuesday;147.4166667;596
DTW;ATL;Offline;23;Friday;Sunday;124.4285714;596
DTW;ATL;Offline;30;Thursday;Saturday;103.72;596
DTW;ATL;Offline;61;Saturday;Thursday;87.44;596
DTW;ATL;Offline;8;Sunday;Monday;120.9285714;596
DTW;ATL;Offline;19;Saturday;Thursday;133.485;596
DTW;ATL;Orbitz;10;Wednesday;Saturday;138.6;596
DTW;ATL;Offline;64;Friday;Saturday;78.14;596
DTW;ATL;Offline;31;Friday;Monday;138.87;596
DTW;ATL;Orbitz;8;Thursday;Friday;122.2433333;596
DTW;ATL;Orbitz;8;Monday;Tuesday;132.61;596
DTW;ATL;Offline;28;Tuesday;Tuesday;107.359;596
DTW;ATL;Offline;15;Saturday;Sunday;147.005;596
DTW;ATL;Travelocity;11;Monday;Friday;117.675;596
DTW;ATL;Offline;88;Saturday;Wednesday;82.79;596
DTW;ATL;Travelocity;8;Thursday;Friday;110.4675;596
DTW;ATL;Offline;70;Tuesday;Tuesday;73.49;596
DTW;ATL;Offline;1;Friday;Saturday;188.5162963;596
DTW;ATL;Orbitz;6;Tuesday;Monday;220.9766667;596
DTW;ATL;Offline;32;Wednesday;Sunday;143.1;596
DTW;ATL;Offline;85;Sunday;Monday;82.79;596
DTW;ATL;Offline;45;Wednesday;Saturday;120.55;596
DTW;ATL;Offline;76;Friday;Thursday;96.74;596
DTW;ATL;Travelocity;3;Thursday;Sunday;152.555;596
DTW;ATL;Offline;26;Saturday;Thursday;90.925;596
DTW;ATL;Offline;17;Wednesday;Saturday;119.2233333;596
DTW;ATL;Expedia;3;Tuesday;Friday;151.3925;596
DTW;ATL;Offline;37;Tuesday;Thursday;141.4775;596
DTW;ATL;Expedia;93;Wednesday;Friday;96.74;596
DTW;ATL;Offline;9;Sunday;Tuesday;115.9483333;596
DTW;ATL;Offline;15;Monday;Tuesday;111.305;596
DTW;ATL;Online Other;8;Tuesday;Wednesday;440.93;596
DTW;ATL;Travelocity;28;Tuesday;Tuesday;45.58;596
DTW;ATL;Offline;15;Thursday;Friday;127.944;596
DTW;ATL;Offline;33;Monday;Saturday;106.05;596
DTW;ATL;Expedia;6;Saturday;Friday;152.555;596
DTW;ATL;Expedia;52;Wednesday;Saturday;77.21;596
DTW;ATL;Offline;13;Tuesday;Monday;142.57125;596
DTW;ATL;Orbitz;51;Wednesday;Friday;129.3;596
DTW;ATL;Travelocity;7;Wednesday;Wednesday;131.395;596
DTW;ATL;Travelocity;26;Saturday;Thursday;73.48;596
DTW;ATL;Orbitz;2;Friday;Sunday;199.07;596
DTW;ATL;Travelocity;9;Sunday;Tuesday;85.12;596
DTW;ATL;Online Other;15;Thursday;Friday;110.1;596
DTW;ATL;Expedia;4;Thursday;Monday;166.51;596
DTW;ATL;Travelocity;17;Wednesday;Saturday;82.79;596
DTW;ATL;Offline;177;Monday;Wednesday;92.09;596
DTW;ATL;Offline;36;Friday;Saturday;88.186;596
DTW;ATL;Offline;7;Sunday;Sunday;167.02;596
DTW;ATL;Offline;14;Wednesday;Wednesday;165.27;596
DTW;ATL;Orbitz;33;Monday;Saturday;106.05;596
DTW;ATL;Expedia;15;Tuesday;Wednesday;73.48;596
DTW;ATL;Orbitz;6;Saturday;Friday;158.7566667;596
DTW;ATL;Travelocity;10;Thursday;Sunday;143.26;596
DTW;ATL;Expedia;22;Wednesday;Thursday;82.79;596
DTW;ATL;Travelocity;6;Saturday;Friday;133.95;596
DTW;ATL;Travelocity;5;Monday;Saturday;166.51;596
DTW;ATL;Orbitz;3;Tuesday;Friday;147.75;596
DTW;ATL;Orbitz;43;Thursday;Friday;147.91;596
DTW;ATL;Offline;50;Wednesday;Thursday;73.49;596
DTW;ATL;Offline;44;Thursday;Saturday;77.83;596
DTW;ATL;Offline;29;Sunday;Monday;120;596
DTW;ATL;Online Other;7;Thursday;Thursday;161.3833333;596
DTW;ATL;Travelocity;52;Saturday;Tuesday;87.44;596
DTW;ATL;Offline;22;Monday;Tuesday;120.9525;596
DTW;ATL;Orbitz;3;Sunday;Wednesday;133.95;596
DTW;ATL;Offline;22;Thursday;Friday;131.1535714;596
DTW;ATL;Offline;48;Sunday;Saturday;84.03;596
DTW;ATL;Offline;12;Monday;Saturday;118.858;596
DTW;ATL;Offline;114;Wednesday;Friday;96.74;596
DTW;ATL;Travelocity;3;Sunday;Wednesday;133.95;596
DTW;ATL;Online Other;9;Friday;Sunday;235.35;596
DTW;ATL;Expedia;10;Tuesday;Friday;137.44;596
DTW;ATL;Orbitz;67;Sunday;Thursday;96.74;596
DTW;ATL;Offline;55;Friday;Thursday;113.025;596
DTW;ATL;Orbitz;39;Tuesday;Saturday;77.21;596
DTW;ATL;Orbitz;9;Friday;Sunday;106.05;596
DTW;ATL;Travelocity;7;Thursday;Thursday;73.49;596
DTW;ATL;Travelocity;8;Friday;Saturday;101.625;596
DTW;ATL;Orbitz;22;Monday;Tuesday;138.6;596
DTW;ATL;Expedia;31;Wednesday;Saturday;78.14;596
DTW;ATL;Travelocity;9;Friday;Sunday;143.26;596
DTW;ATL;Offline;60;Monday;Friday;96.74;596
DTW;ATL;Travelocity;40;Saturday;Thursday;92.09;596
DTW;ATL;Expedia;20;Saturday;Friday;136.28;596
DTW;ATL;Offline;29;Monday;Tuesday;128.2983333;596
DTW;ATL;Expedia;16;Friday;Sunday;120;596
DTW;ATL;Offline;86;Tuesday;Thursday;59.54;596
DTW;ATL;Offline;31;Wednesday;Saturday;122.325;596
DTW;ATL;Orbitz;64;Monday;Tuesday;96.74;596
DTW;ATL;Online Other;10;Tuesday;Friday;144.91;596
DTW;ATL;Offline;22;Tuesday;Wednesday;139.294;596
DTW;ATL;Offline;153;Sunday;Saturday;92.09;596
DTW;ATL;Orbitz;3;Wednesday;Saturday;152.555;596
DTW;ATL;Expedia;6;Friday;Thursday;157.2066667;596
DTW;ATL;Expedia;18;Saturday;Wednesday;143.26;596
DTW;ATL;Offline;19;Monday;Saturday;95.085;596
DTW;ATL;Offline;86;Monday;Wednesday;82.79;596
DTW;ATL;Offline;62;Friday;Thursday;106.045;596
DTW;ATL;Offline;17;Sunday;Wednesday;158.2316667;596
DTW;ATL;Offline;29;Thursday;Friday;122.1266667;596
DTW;ATL;Offline;94;Saturday;Tuesday;82.79;596
DTW;ATL;Expedia;54;Saturday;Thursday;87.44;596
DTW;ATL;Travelocity;81;Sunday;Thursday;92.1;596
DTW;ATL;Travelocity;20;Saturday;Friday;133.955;596
DTW;ATL;Offline;54;Saturday;Thursday;87.44;596
DTW;ATL;Orbitz;23;Thursday;Saturday;75.81;596
DTW;ATL;Expedia;73;Tuesday;Friday;82.79;596
DTW;ATL;Offline;57;Tuesday;Wednesday;87.44;596
DTW;ATL;Orbitz;5;Sunday;Friday;133.95;596
DTW;ATL;Offline;127;Tuesday;Wednesday;96.74;596
DTW;ATL;Offline;116;Monday;Friday;96.74;596
DTW;ATL;Travelocity;16;Friday;Sunday;124.65;596
DTW;ATL;Expedia;2;Sunday;Tuesday;238.605;596
DTW;ATL;Offline;93;Monday;Wednesday;89.765;596
DTW;ATL;Offline;66;Friday;Monday;92.09;596
DTW;ATL;Expedia;23;Friday;Sunday;106.05;596
DTW;ATL;Travelocity;66;Sunday;Wednesday;96.74;596
DTW;ATL;Expedia;39;Monday;Friday;152.56;596
DTW;ATL;Offline;29;Tuesday;Wednesday;132.5975;596
DTW;ATL;Expedia;3;Monday;Thursday;208.875;596
DTW;ATL;Offline;95;Sunday;Thursday;82.79;596
DTW;ATL;Travelocity;64;Wednesday;Thursday;87.44;596
DTW;ATL;Offline;78;Saturday;Sunday;96.74;596
DTW;ATL;Orbitz;18;Tuesday;Saturday;73.48;596
DTW;ATL;Offline;39;Monday;Friday;132.95;596
DTW;ATL;Travelocity;6;Wednesday;Tuesday;166.51;596
DTW;ATL;Offline;74;Monday;Friday;96.74;596
DTW;ATL;Travelocity;63;Wednesday;Wednesday;87.44;596
DTW;ATL;Offline;34;Tuesday;Monday;119.75;596
DTW;ATL;Online Other;6;Tuesday;Monday;166.405;596
DTW;ATL;Offline;86;Wednesday;Friday;73.49;596
DTW;ATL;Offline;80;Wednesday;Saturday;82.79;596
DTW;ATL;Orbitz;2;Sunday;Tuesday;194.42;596
DTW;ATL;Travelocity;2;Thursday;Saturday;185.12;596
DTW;ATL;Expedia;13;Wednesday;Tuesday;124.65;596
DTW;ATL;Offline;74;Wednesday;Sunday;96.74;596
DTW;ATL;Offline;7;Wednesday;Wednesday;170.1644242;596
DTW;ATL;Offline;65;Tuesday;Thursday;59.54;596
DTW;ATL;Offline;61;Monday;Saturday;101.4;596
DTW;ATL;Orbitz;39;Monday;Friday;94.885;596
DTW;ATL;Orbitz;48;Wednesday;Tuesday;67.91;596
DTW;ATL;Offline;165;Monday;Friday;78.14;596
DTW;ATL;Offline;31;Sunday;Wednesday;164.185;596
DTW;ATL;Offline;54;Tuesday;Sunday;109.325;596
DTW;ATL;Offline;83;Sunday;Saturday;82.79;596
DTW;ATL;Offline;71;Tuesday;Wednesday;87.44;596
DTW;ATL;Expedia;10;Friday;Monday;126.2;596
DTW;ATL;Offline;30;Friday;Sunday;132.3622222;596
DTW;ATL;Online Other;7;Wednesday;Wednesday;140.72;596
DTW;ATL;Offline;60;Thursday;Monday;96.74;596
DTW;ATL;Offline;48;Monday;Sunday;96.74;596
DTW;ATL;Offline;77;Tuesday;Tuesday;82.79;596
DTW;ATL;Orbitz;35;Wednesday;Wednesday;112.1;596
DTW;ATL;Offline;78;Thursday;Friday;113.025;596
DTW;ATL;Offline;87;Wednesday;Saturday;82.79;596
DTW;ATL;Offline;43;Wednesday;Thursday;126.2875;596
DTW;ATL;Orbitz;13;Friday;Thursday;133.95;596
DTW;ATL;Orbitz;11;Sunday;Thursday;69.3;596
DTW;ATL;Travelocity;9;Tuesday;Thursday;122.44;596
DTW;ATL;Offline;149;Monday;Wednesday;92.09;596
DTW;ATL;Offline;52;Wednesday;Saturday;106.045;596
DTW;ATL;Offline;38;Sunday;Wednesday;130.8533333;596
DTW;ATL;Offline;142;Tuesday;Thursday;92.09;596
DTW;ATL;Travelocity;71;Tuesday;Wednesday;87.44;596
DTW;ATL;Online Other;39;Saturday;Wednesday;92.5;596
DTW;ATL;Offline;42;Wednesday;Wednesday;104.4966667;596
DTW;ATL;Online Other;38;Friday;Monday;120;596
DTW;ATL;Offline;45;Thursday;Sunday;145.68;596
DTW;ATL;Offline;16;Sunday;Tuesday;148.8375;596
DTW;ATL;Online Other;13;Tuesday;Monday;141.975;596
DTW;ATL;Offline;58;Wednesday;Friday;92.01;596
DTW;ATL;Offline;7;Thursday;Thursday;151.0492941;596
DTW;ATL;Orbitz;10;Thursday;Sunday;147.91;596
DTW;ATL;Offline;4;Saturday;Wednesday;156.482;596
DTW;ATL;Travelocity;50;Monday;Tuesday;87.44;596
DTW;ATL;Offline;85;Wednesday;Thursday;82.79;596
DTW;ATL;Offline;9;Wednesday;Friday;132.1161111;596
DTW;ATL;Orbitz;39;Wednesday;Sunday;78.14;596
DTW;ATL;Expedia;3;Saturday;Tuesday;133.95;596
DTW;ATL;Travelocity;52;Tuesday;Friday;82.79;596
DTW;ATL;Offline;43;Tuesday;Wednesday;112.3525;596
DTW;ATL;Offline;9;Friday;Sunday;164.7864286;596
DTW;ATL;Travelocity;20;Wednesday;Tuesday;78.14;596
DTW;ATL;Offline;89;Saturday;Thursday;89.765;596
DTW;ATL;Offline;52;Thursday;Sunday;96.74;596
DTW;ATL;Online Other;4;Thursday;Monday;162.7285714;596
DTW;ATL;Offline;59;Wednesday;Saturday;82.79;596
DTW;ATL;Offline;43;Friday;Saturday;97.005;596
DTW;ATL;Offline;14;Sunday;Sunday;144.0316667;596
DTW;ATL;Offline;27;Wednesday;Tuesday;94.885;596
DTW;ATL;Orbitz;7;Thursday;Thursday;102.1733333;596
DTW;ATL;Offline;50;Thursday;Friday;108.37;596
DTW;ATL;Offline;33;Wednesday;Monday;116.1842857;596
DTW;ATL;Online Other;45;Friday;Monday;118.8;596
DTW;ATL;Orbitz;4;Thursday;Monday;164.185;596
DTW;ATL;Offline;7;Monday;Monday;137.8509306;596
DTW;ATL;Expedia;96;Saturday;Thursday;82.79;596
DTW;ATL;Online Other;1;Wednesday;Thursday;268.6711111;596
DTW;ATL;Offline;44;Friday;Sunday;131.625;596
DTW;ATL;Expedia;97;Friday;Thursday;82.79;596
DTW;ATL;Offline;30;Sunday;Tuesday;133.95;596
DTW;ATL;Travelocity;59;Wednesday;Saturday;147.91;596
DTW;ATL;Online Other;1;Monday;Tuesday;183.405;596
DTW;ATL;Offline;50;Tuesday;Wednesday;110.695;596
DTW;ATL;Orbitz;9;Monday;Wednesday;69.3;596
DTW;ATL;Orbitz;1;Wednesday;Thursday;194.42;596
DTW;ATL;Expedia;11;Thursday;Monday;154.885;596
DTW;ATL;Offline;34;Wednesday;Tuesday;113.961;596
DTW;ATL;Offline;102;Monday;Friday;187.2;596
DTW;ATL;Orbitz;11;Tuesday;Saturday;73.48;596
DTW;ATL;Offline;14;Thursday;Thursday;134.7863158;596
DTW;ATL;Offline;11;Thursday;Monday;155.9622222;596
DTW;ATL;Offline;23;Thursday;Saturday;107.5966667;596
DTW;ATL;Offline;56;Wednesday;Wednesday;68.375;596
DTW;ATL;Offline;39;Thursday;Monday;104.76;596
DTW;ATL;Offline;105;Sunday;Sunday;96.74;596
DTW;ATL;Orbitz;7;Monday;Monday;119.81625;596
DTW;ATL;Orbitz;50;Friday;Saturday;87.44;596
DTW;ATL;Offline;18;Saturday;Wednesday;147.91;596
DTW;ATL;Offline;6;Friday;Thursday;175.782;596
DTW;ATL;Expedia;27;Tuesday;Monday;123.72;596
DTW;ATL;Offline;19;Friday;Wednesday;142.2841667;596
DTW;ATL;Expedia;69;Saturday;Friday;96.74;596
DTW;ATL;Expedia;3;Friday;Monday;366.2533333;596
DTW;ATL;Offline;67;Monday;Friday;96.74;596
DTW;ATL;Offline;69;Saturday;Friday;110.7;596
DTW;ATL;Offline;34;Monday;Sunday;122.8933333;596
DTW;ATL;Expedia;12;Tuesday;Sunday;166.51;596
DTW;ATL;Offline;113;Thursday;Friday;96.74;596
DTW;ATL;Expedia;63;Wednesday;Wednesday;87.44;596
DTW;ATL;Offline;125;Friday;Thursday;100.38;596
DTW;ATL;Online Other;1;Friday;Saturday;218.71;596
DTW;ATL;Orbitz;11;Thursday;Monday;147.91;596
DTW;ATL;Offline;103;Tuesday;Sunday;96.74;596
DTW;ATL;Travelocity;14;Thursday;Thursday;82.79;596
DTW;ATL;Online Other;27;Tuesday;Monday;143.26;596
DTW;ATL;Travelocity;11;Thursday;Monday;143.26;596
DTW;ATL;Offline;74;Saturday;Wednesday;87.44;596
DTW;ATL;Offline;58;Friday;Sunday;111.405;596
DTW;ATL;Offline;64;Thursday;Friday;87.44;596
DTW;ATL;Online Other;8;Wednesday;Thursday;164.185;596
DTW;ATL;Expedia;21;Thursday;Thursday;106.04;596
DTW;ATL;Offline;51;Monday;Wednesday;83.76;596
DTW;ATL;Offline;25;Saturday;Wednesday;103.95;596
DTW;ATL;Offline;73;Sunday;Wednesday;87.44;596
DTW;ATL;Offline;80;Thursday;Sunday;96.74;596
DTW;ATL;Expedia;48;Wednesday;Tuesday;68.84;596
DTW;ATL;Orbitz;2;Thursday;Saturday;185.12;596
DTW;ATL;Travelocity;1;Friday;Saturday;166.605;596
DTW;ATL;Online Other;3;Thursday;Sunday;105.12;596
DTW;ATL;Offline;26;Friday;Wednesday;156.42;596
DTW;ATL;Offline;80;Sunday;Wednesday;96.255;596
DTW;ATL;Orbitz;34;Friday;Thursday;133.95;596
DTW;ATL;Offline;83;Thursday;Wednesday;96.74;596
DTW;ATL;Offline;80;Tuesday;Friday;89.765;596
DTW;ATL;Offline;27;Sunday;Saturday;81.23666667;596
DTW;ATL;Offline;31;Saturday;Tuesday;81.86;596
DTW;ATL;Expedia;8;Tuesday;Wednesday;73.49;596
DTW;ATL;Travelocity;2;Sunday;Tuesday;185.12;596
DTW;ATL;Orbitz;3;Thursday;Sunday;158.7566667;596
DTW;ATL;Orbitz;47;Thursday;Tuesday;67.91;596
DTW;ATL;Offline;38;Thursday;Sunday;128.34;596
DTW;ATL;Travelocity;17;Tuesday;Friday;147.91;596
DTW;ATL;Offline;13;Saturday;Friday;123.8490909;596
DTW;ATL;Offline;41;Friday;Thursday;113.17;596
DTW;ATL;Offline;11;Sunday;Thursday;141.9566667;596
DTW;ATL;Offline;58;Monday;Wednesday;129.3;596
DTW;ATL;Offline;32;Thursday;Monday;91.83666667;596
DTW;ATL;Offline;1;Wednesday;Thursday;225.0824138;596
DTW;ATL;Online Other;2;Wednesday;Friday;140.655;596
DTW;ATL;Offline;5;Friday;Wednesday;186.6566346;596
DTW;ATL;Offline;25;Sunday;Thursday;140.5375;596
DTW;ATL;Offline;10;Friday;Monday;152.5951471;596
DTW;ATL;Offline;54;Wednesday;Monday;87.44;596
DTW;ATL;Online Other;4;Friday;Tuesday;200.6;596
DTW;ATL;Online Other;4;Wednesday;Sunday;167.8133333;596
DTW;ATL;Expedia;52;Tuesday;Friday;96.74;596
DTW;ATL;Expedia;5;Thursday;Tuesday;133.95;596
DTW;ATL;Offline;3;Tuesday;Friday;158.0367262;596
DTW;ATL;Offline;101;Sunday;Wednesday;82.79;596
DTW;ATL;Orbitz;9;Thursday;Saturday;161.86;596
DTW;ATL;Orbitz;4;Friday;Tuesday;150.23;596
DTW;ATL;Offline;6;Saturday;Friday;144.2873333;596
DTW;ATL;Travelocity;13;Monday;Sunday;124.65;596
DTW;ATL;Expedia;14;Thursday;Thursday;76.74333333;596
DTW;ATL;Offline;65;Monday;Wednesday;92.09;596
DTW;ATL;Expedia;3;Sunday;Wednesday;159.36;596
DTW;ATL;Offline;43;Thursday;Friday;129.3;596
DTW;ATL;Travelocity;5;Wednesday;Monday;166.51;596
DTW;ATL;Offline;100;Wednesday;Friday;84.24;596
DTW;ATL;Expedia;39;Friday;Tuesday;78.14;596
DTW;ATL;Offline;26;Wednesday;Monday;136.8393333;596
DTW;ATL;Orbitz;5;Friday;Wednesday;185.12;596
DTW;ATL;Offline;47;Monday;Saturday;89.765;596
DTW;ATL;Offline;26;Thursday;Tuesday;76.65857143;596
DTW;ATL;Offline;3;Sunday;Wednesday;146.4130769;596
DTW;ATL;Offline;11;Friday;Tuesday;141.4358333;596
DTW;ATL;Offline;16;Thursday;Saturday;95.75833333;596
DTW;ATL;Offline;10;Monday;Thursday;131.0275;596
DTW;ATL;Travelocity;15;Monday;Tuesday;82.79;596
DTW;ATL;Expedia;34;Thursday;Wednesday;138.6;596
DTW;ATL;Expedia;89;Monday;Saturday;82.79;596
DTW;ATL;Offline;24;Friday;Monday;105.5254545;596
DTW;ATL;Orbitz;1;Saturday;Sunday;185.12;596
DTW;ATL;Offline;72;Monday;Wednesday;87.44;596
DTW;ATL;Offline;40;Monday;Saturday;120.55;596
DTW;ATL;Travelocity;3;Tuesday;Friday;149.0675;596
DTW;ATL;Offline;2;Friday;Sunday;206.3527778;596
DTW;ATL;Online Other;11;Friday;Tuesday;143.26;596
DTW;ATL;Offline;17;Friday;Monday;141.9882353;596
DTW;ATL;Online Other;8;Friday;Saturday;108.375;596
DTW;ATL;Offline;8;Wednesday;Thursday;150.5972;596
DTW;ATL;Offline;53;Saturday;Wednesday;113.02;596
DTW;ATL;Online Other;15;Tuesday;Wednesday;92.09;596
DTW;ATL;Offline;161;Saturday;Saturday;92.09;596
DTW;ATL;Offline;82;Friday;Wednesday;82.79;596
DTW;ATL;Offline;5;Tuesday;Sunday;182.9109524;596
DTW;ATL;Offline;46;Thursday;Monday;133.95;596
DTW;ATL;Offline;33;Sunday;Friday;145.58;596
DTW;ATL;Offline;27;Monday;Sunday;150.672;596
DTW;ATL;Expedia;108;Wednesday;Saturday;96.74;596
DTW;ATL;Offline;6;Sunday;Saturday;164.09;596
DTW;ATL;Travelocity;3;Saturday;Tuesday;133.95;596
DTW;ATL;Expedia;51;Tuesday;Thursday;73.49;596
DTW;ATL;Offline;72;Tuesday;Thursday;102.36;596
DTW;ATL;Orbitz;12;Monday;Saturday;101.4;596
DTW;ATL;Expedia;15;Friday;Saturday;161.86;596
DTW;ATL;Offline;10;Saturday;Tuesday;107.5711111;596
DTW;ATL;Travelocity;1;Tuesday;Wednesday;194.42;596
DTW;ATL;Orbitz;55;Friday;Thursday;147.91;596
DTW;ATL;Offline;29;Wednesday;Thursday;130.83;596
DTW;ATL;Offline;20;Saturday;Friday;112.0366667;596
DTW;ATL;Expedia;12;Wednesday;Monday;193.26;596
DTW;ATL;Online Other;25;Friday;Tuesday;72.75;596
DTW;ATL;Travelocity;17;Friday;Monday;73.48;596
DTW;ATL;Orbitz;3;Friday;Monday;146.3533333;596
DTW;ATL;Offline;37;Sunday;Tuesday;120;596
DTW;ATL;Orbitz;5;Tuesday;Sunday;150.23;596
DTW;ATL;Travelocity;1;Thursday;Friday;197.9075;596
DTW;ATL;Expedia;59;Friday;Monday;87.44;596
DTW;ATL;Offline;35;Wednesday;Wednesday;135.1175;596
DTW;ATL;Offline;2;Wednesday;Friday;197.8421277;596
DTW;ATL;Orbitz;29;Tuesday;Wednesday;123.72;596
DTW;ATL;Orbitz;10;Tuesday;Friday;117.675;596
DTW;ATL;Travelocity;23;Tuesday;Thursday;73.48;596
DTW;ATL;Online Other;44;Monday;Wednesday;152.56;596
DTW;ATL;Orbitz;29;Monday;Tuesday;207.85;596
DTW;ATL;Travelocity;7;Sunday;Sunday;105.28;596
DTW;ATL;Offline;23;Sunday;Tuesday;140.93;596
DTW;ATL;Online Other;1;Tuesday;Wednesday;176.75;596
DTW;ATL;Offline;42;Thursday;Thursday;134.13;596
DTW;ATL;Offline;72;Thursday;Saturday;92.1;596
DTW;ATL;Travelocity;80;Tuesday;Friday;96.74;596
DTW;ATL;Expedia;3;Thursday;Sunday;175.9566667;596
DTW;ATL;Expedia;13;Thursday;Wednesday;73.49;596
DTW;ATL;Offline;141;Tuesday;Wednesday;92.09;596
DTW;ATL;Offline;8;Saturday;Sunday;136.9633333;596
DTW;ATL;Offline;7;Saturday;Saturday;118.0225;596
DTW;ATL;Offline;69;Sunday;Saturday;92.1;596
DTW;ATL;Travelocity;19;Monday;Saturday;73.48;596
DTW;ATL;Offline;31;Thursday;Sunday;150.6345455;596
DTW;ATL;Offline;6;Tuesday;Monday;178.9213021;596
DTW;ATL;Orbitz;34;Thursday;Wednesday;123.72;596
DTW;ATL;Offline;50;Monday;Tuesday;87.44;596
DTW;ATL;Orbitz;49;Wednesday;Wednesday;81.86;596
DTW;ATL;Orbitz;8;Tuesday;Wednesday;190.53;596
DTW;ATL;Offline;118;Wednesday;Tuesday;92.09;596
DTW;ATL;Expedia;7;Thursday;Thursday;112.4425;596
DTW;ATL;Offline;39;Wednesday;Sunday;120.085;596
DTW;ATL;Online Other;24;Tuesday;Friday;157.21;596
DTW;ATL;Offline;71;Wednesday;Thursday;73.49;596
DTW;ATL;Online Other;13;Thursday;Wednesday;140.93;596
DTW;ATL;Orbitz;8;Wednesday;Thursday;69.3;596
DTW;ATL;Offline;64;Tuesday;Wednesday;95.19333333;596
DTW;ATL;Expedia;13;Friday;Thursday;143.26;596
DTW;ATL;Offline;63;Thursday;Thursday;164.84;596
DTW;ATL;Offline;21;Thursday;Thursday;179.3123077;596
DTW;ATL;Expedia;4;Friday;Tuesday;133.95;596
DTW;ATL;Offline;66;Thursday;Sunday;95.77;596
DTW;ATL;Travelocity;8;Wednesday;Thursday;122.325;596
DTW;ATL;Offline;71;Monday;Tuesday;87.44;596
DTW;ATL;Online Other;2;Friday;Sunday;167.44;596
DTW;ATL;Travelocity;63;Saturday;Saturday;87.44;596
DTW;ATL;Offline;79;Wednesday;Friday;96.74;596
DTW;ATL;Travelocity;53;Wednesday;Sunday;129.3;596
DTW;ATL;Offline;5;Wednesday;Monday;169.4295;596
DTW;ATL;Travelocity;30;Thursday;Saturday;152.56;596
DTW;ATL;Offline;27;Tuesday;Monday;124.2275;596
DTW;ATL;Offline;38;Tuesday;Friday;113.955;596
DTW;ATL;Offline;17;Thursday;Sunday;140.3491667;596
DTW;ATL;Expedia;20;Tuesday;Monday;73.48;596
DTW;ATL;Offline;49;Wednesday;Wednesday;113.7966667;596
DTW;ATL;Offline;59;Tuesday;Friday;128.37;596
DTW;ATL;Offline;37;Thursday;Saturday;81.86;596
DTW;ATL;Travelocity;4;Thursday;Monday;133.95;596
DTW;ATL;Offline;34;Sunday;Saturday;105.58;596
DTW;ATL;Online Other;7;Monday;Monday;133.94;596
DTW;ATL;Offline;27;Saturday;Friday;142.9466667;596
DTW;ATL;Offline;21;Saturday;Saturday;117.6733333;596
DTW;ATL;Offline;55;Saturday;Friday;96.74;596
DTW;ATL;Offline;10;Thursday;Sunday;159.9785714;596
DTW;ATL;Orbitz;41;Friday;Thursday;133.95;596
DTW;ATL;Online Other;5;Friday;Wednesday;252.1366667;596
DTW;ATL;Travelocity;13;Saturday;Friday;101.4;596
DTW;ATL;Offline;64;Monday;Tuesday;87.44;596
DTW;ATL;Offline;23;Tuesday;Thursday;133.1533333;596
DTW;ATL;Orbitz;12;Friday;Wednesday;136.275;596
DTW;ATL;Offline;65;Wednesday;Friday;73.49;596
DTW;ATL;Travelocity;17;Thursday;Sunday;161.86;596
DTW;ATL;Expedia;17;Tuesday;Friday;124.65;596
DTW;ATL;Orbitz;17;Wednesday;Saturday;73.48;596
