l;Destination;Channel;AdvanceDays;TicketWeekday;DepartureWeekday;Fare;miles
DTW;MCO;Orbitz;46;Sunday;Thursday;75.35;958
DTW;MCO;Online Other;112;Tuesday;Tuesday;61.95;958
DTW;MCO;Orbitz;14;Thursday;Thursday;115.35;958
DTW;MCO;Expedia;90;Sunday;Saturday;61.4;958
DTW;MCO;Travelocity;3;Wednesday;Saturday;147.9066667;958
DTW;MCO;Online Other;2;Monday;Wednesday;156.33;958
DTW;MCO;Expedia;29;Monday;Tuesday;80;958
DTW;MCO;Offline;24;Tuesday;Friday;167.9025;958
DTW;MCO;Orbitz;21;Thursday;Thursday;101.4;958
DTW;MCO;Orbitz;69;Wednesday;Tuesday;92.095;958
DTW;MCO;Offline;199;Sunday;Wednesday;88;958
DTW;MCO;Travelocity;30;Saturday;Monday;94.89;958
DTW;MCO;Offline;95;Tuesday;Saturday;87.6775;958
DTW;MCO;Travelocity;77;Wednesday;Wednesday;61.4;958
DTW;MCO;Offline;76;Friday;Thursday;80.005;958
DTW;MCO;Offline;86;Thursday;Saturday;98.89307692;958
DTW;MCO;Orbitz;18;Saturday;Wednesday;75.35;958
DTW;MCO;Online Other;37;Friday;Sunday;100.465;958
DTW;MCO;Online Other;4;Saturday;Wednesday;229.55;958
DTW;MCO;Orbitz;44;Monday;Wednesday;70.7;958
DTW;MCO;Offline;2;Saturday;Monday;209.267;958
DTW;MCO;Orbitz;110;Sunday;Friday;136.74;958
DTW;TPA;Expedia;101;Wednesday;Saturday;64.19;985
DTW;TPA;Offline;12;Thursday;Tuesday;105.53;985
DTW;TPA;Expedia;85;Sunday;Monday;64.19;985
DTW;TPA;Offline;23;Monday;Wednesday;141.53125;985
DTW;TPA;Travelocity;71;Wednesday;Thursday;59.54;985
DTW;TPA;Expedia;23;Monday;Wednesday;78.14;985
DTW;TPA;Offline;5;Saturday;Thursday;116.515;985
DTW;TPA;Travelocity;124;Tuesday;Sunday;68.84;985
DTW;TPA;Expedia;19;Saturday;Thursday;101.4;985
DTW;TPA;Expedia;19;Friday;Wednesday;82.79;985
DTW;TPA;Offline;32;Monday;Friday;115.0815;985
DTW;TPA;Offline;74;Monday;Friday;116.8666667;985
DTW;TPA;Offline;20;Monday;Sunday;176.9922222;985
DTW;TPA;Online Other;29;Friday;Saturday;95.44;985
DTW;TPA;Travelocity;11;Monday;Friday;103.725;985
DTW;TPA;Travelocity;107;Monday;Wednesday;64.19;985
DTW;TPA;Expedia;21;Tuesday;Tuesday;78.14;985
DTW;TPA;Expedia;55;Monday;Sunday;92.1;985
DTW;TPA;Offline;63;Thursday;Thursday;90.78833333;985
DTW;TPA;Offline;89;Friday;Wednesday;68.6825;985
DTW;TPA;Offline;47;Wednesday;Monday;69.785;985
DTW;TPA;Travelocity;2;Tuesday;Thursday;106.98;985
DTW;TPA;Offline;33;Tuesday;Sunday;92.64833333;985
DTW;TPA;Offline;118;Wednesday;Tuesday;68.84;985
DTW;TPA;Offline;61;Monday;Saturday;111.63;985
DTW;TPA;Offline;56;Thursday;Thursday;126.745;985
DTW;TPA;Orbitz;94;Monday;Thursday;59.54;985
DTW;TPA;Offline;48;Monday;Sunday;133.3033333;985
DTW;TPA;Online Other;19;Thursday;Tuesday;74.51;985
DTW;TPA;Travelocity;38;Monday;Thursday;75.815;985
DTW;TPA;Online Other;34;Saturday;Friday;73.49;985
DTW;TPA;Travelocity;115;Tuesday;Friday;64.19;985
DTW;TPA;Offline;61;Wednesday;Monday;75.49;985
DTW;TPA;Travelocity;25;Tuesday;Saturday;93.96;985
DTW;TPA;Offline;112;Thursday;Thursday;64.19;985
DTW;TPA;Offline;34;Wednesday;Tuesday;105.235;985
DTW;TPA;Orbitz;3;Wednesday;Saturday;68.84;985
DTW;TPA;Travelocity;1;Friday;Saturday;28.04;985
DTW;TPA;Travelocity;91;Thursday;Thursday;59.54;985
DTW;TPA;Orbitz;98;Thursday;Thursday;64.19;985
DTW;TPA;Offline;74;Tuesday;Saturday;117.9883333;985
DTW;TPA;Offline;28;Monday;Monday;98.00666667;985
DTW;TPA;Online Other;13;Tuesday;Monday;169.31;985
DTW;TPA;Online Other;7;Tuesday;Tuesday;68.84;985
DTW;TPA;Expedia;72;Tuesday;Thursday;59.54;985
DTW;TPA;Travelocity;95;Monday;Friday;160;985
DTW;TPA;Offline;6;Monday;Sunday;194.987;985
DTW;TPA;Offline;6;Tuesday;Monday;150.5838462;985
DTW;TPA;Orbitz;21;Thursday;Thursday;93.2575;985
DTW;TPA;Travelocity;42;Monday;Monday;68.84;985
DTW;TPA;Travelocity;1;Wednesday;Thursday;183.17;985
DTW;TPA;Offline;51;Saturday;Monday;80.47;985
DTW;TPA;Offline;11;Thursday;Monday;127.3641667;985
DTW;TPA;Orbitz;111;Sunday;Saturday;64.19;985
DTW;TPA;Travelocity;21;Thursday;Thursday;82.79;985
DTW;TPA;Offline;28;Sunday;Sunday;133.9566667;985
DTW;TPA;Offline;22;Sunday;Monday;73.97333333;985
DTW;TPA;Travelocity;31;Monday;Thursday;85.12;985
DTW;TPA;Expedia;28;Monday;Monday;73.49;985
DTW;TPA;Travelocity;99;Thursday;Friday;64.19;985
DTW;TPA;Offline;102;Monday;Friday;98.725;985
DTW;TPA;Offline;11;Monday;Friday;221.4883333;985
DTW;TPA;Expedia;46;Sunday;Thursday;96.75;985
DTW;TPA;Offline;31;Thursday;Sunday;109.21;985
DTW;TPA;Offline;103;Saturday;Thursday;64.19;985
DTW;TPA;Offline;144;Monday;Friday;160;985
DTW;TPA;Expedia;119;Thursday;Thursday;68.84;985
DTW;TPA;Offline;110;Sunday;Friday;96.75;985
DTW;TPA;Offline;95;Monday;Friday;88.99333333;985
DTW;TPA;Travelocity;24;Monday;Thursday;106.05;985
DTW;TPA;Offline;13;Wednesday;Tuesday;135.3072727;985
DTW;TPA;Offline;92;Saturday;Sunday;64.19;985
DTW;TPA;Orbitz;61;Friday;Wednesday;64.19;985
DTW;TPA;Travelocity;85;Sunday;Monday;64.19;985
DTW;TPA;Offline;14;Thursday;Thursday;119.1975;985
DTW;TPA;Travelocity;39;Thursday;Monday;73.49;985
DTW;TPA;Offline;64;Friday;Saturday;126.698;985
DTW;TPA;Offline;25;Tuesday;Saturday;122.335;985
DTW;TPA;Offline;19;Wednesday;Monday;79.61714286;985
DTW;TPA;Offline;18;Monday;Friday;148.7324444;985
DTW;TPA;Travelocity;99;Sunday;Monday;92.1;985
DTW;TPA;Online Other;85;Thursday;Friday;116.37;985
DTW;TPA;Offline;60;Thursday;Monday;91.17;985
DTW;TPA;Offline;40;Saturday;Thursday;94.215;985
DTW;TPA;Orbitz;79;Tuesday;Thursday;59.54;985
DTW;TPA;Offline;53;Tuesday;Saturday;127.75;985
DTW;TPA;Offline;50;Thursday;Friday;128.558;985
DTW;TPA;Offline;3;Thursday;Sunday;225.235;985
DTW;TPA;Travelocity;51;Wednesday;Friday;129.3;985
DTW;TPA;Offline;32;Tuesday;Saturday;115.0857143;985
DTW;TPA;Offline;10;Wednesday;Saturday;114.5533333;985
DTW;TPA;Offline;46;Thursday;Monday;73.49;985
DTW;TPA;Expedia;2;Friday;Sunday;114.42;985
DTW;TPA;Expedia;11;Sunday;Thursday;169.31;985
DTW;TPA;Expedia;105;Tuesday;Tuesday;64.19;985
DTW;TPA;Offline;66;Monday;Thursday;94.794;985
DTW;TPA;Offline;51;Monday;Wednesday;133.294;985
DTW;TPA;Travelocity;14;Tuesday;Tuesday;82.79;985
DTW;TPA;Online Other;25;Thursday;Monday;74.51;985
DTW;TPA;Offline;56;Friday;Friday;135.0290909;985
DTW;TPA;Travelocity;84;Tuesday;Tuesday;59.54;985
DTW;TPA;Expedia;70;Tuesday;Tuesday;59.54;985
DTW;TPA;Orbitz;30;Monday;Wednesday;73.49;985
DTW;TPA;Offline;70;Friday;Friday;105.076;985
DTW;TPA;Travelocity;60;Sunday;Thursday;92.1;985
DTW;TPA;Travelocity;26;Saturday;Thursday;82.79;985
DTW;TPA;Offline;77;Friday;Friday;111.7983333;985
DTW;TPA;Travelocity;8;Thursday;Friday;141.4;985
DTW;TPA;Offline;96;Thursday;Tuesday;64.19;985
DTW;TPA;Online Other;35;Friday;Friday;66.14;985
DTW;TPA;Online Other;63;Thursday;Thursday;99.63;985
DTW;TPA;Orbitz;91;Monday;Monday;59.54;985
DTW;TPA;Orbitz;26;Sunday;Friday;147.91;985
DTW;TPA;Offline;70;Monday;Monday;73.49;985
DTW;TPA;Travelocity;39;Monday;Friday;164.655;985
DTW;TPA;Offline;32;Wednesday;Sunday;75.04;985
DTW;TPA;Travelocity;46;Sunday;Thursday;96.75;985
DTW;TPA;Offline;13;Monday;Sunday;242.56;985
DTW;TPA;Expedia;5;Wednesday;Monday;73.49;985
DTW;TPA;Online Other;30;Wednesday;Friday;82.89;985
DTW;TPA;Travelocity;19;Wednesday;Monday;73.49;985
DTW;TPA;Expedia;5;Saturday;Thursday;106.98;985
DTW;TPA;Offline;48;Sunday;Saturday;78.14333333;985
DTW;TPA;Online Other;13;Monday;Sunday;106.98;985
DTW;TPA;Online Other;26;Saturday;Thursday;96.75;985
DTW;TPA;Travelocity;65;Saturday;Monday;64.19;985
DTW;TPA;Offline;111;Wednesday;Tuesday;96.75;985
DTW;TPA;Offline;93;Monday;Wednesday;128.14;985
DTW;TPA;Offline;33;Sunday;Friday;111.816;985
DTW;TPA;Travelocity;25;Sunday;Thursday;106.05;985
DTW;TPA;Offline;70;Thursday;Thursday;124.89;985
DTW;TPA;Offline;108;Wednesday;Saturday;64.19;985
DTW;TPA;Orbitz;9;Sunday;Tuesday;78.14;985
DTW;TPA;Online Other;8;Wednesday;Thursday;115.65;985
DTW;TPA;Orbitz;15;Thursday;Friday;89.488;985
DTW;TPA;Offline;100;Wednesday;Friday;85.89666667;985
DTW;TPA;Expedia;94;Wednesday;Saturday;109.77;985
DTW;TPA;Travelocity;67;Tuesday;Saturday;110.7;985
DTW;TPA;Expedia;16;Wednesday;Friday;121.4;985
DTW;TPA;Offline;35;Tuesday;Tuesday;83.949;985
DTW;TPA;Orbitz;35;Thursday;Thursday;73.49;985
DTW;TPA;Travelocity;33;Sunday;Friday;96.75;985
DTW;TPA;Orbitz;4;Monday;Friday;112.56;985
DTW;TPA;Offline;47;Saturday;Thursday;85.12;985
DTW;TPA;Offline;51;Tuesday;Thursday;93.028;985
DTW;TPA;Travelocity;53;Saturday;Wednesday;80.47;985
DTW;TPA;Expedia;29;Thursday;Friday;110.7;985
DTW;TPA;Travelocity;49;Tuesday;Tuesday;68.84;985
DTW;TPA;Offline;28;Tuesday;Tuesday;80.465;985
DTW;TPA;Expedia;2;Thursday;Saturday;222.11;985
DTW;TPA;Offline;2;Tuesday;Thursday;228.51;985
DTW;TPA;Offline;46;Sunday;Thursday;71.94;985
DTW;TPA;Online Other;69;Monday;Sunday;57.77;985
DTW;TPA;Travelocity;45;Monday;Thursday;68.84;985
DTW;TPA;Offline;32;Saturday;Wednesday;84.965;985
DTW;TPA;Travelocity;3;Tuesday;Friday;140.465;985
DTW;TPA;Travelocity;1;Saturday;Sunday;106.98;985
DTW;TPA;Online Other;39;Tuesday;Saturday;104.235;985
DTW;TPA;Expedia;17;Sunday;Wednesday;78.14;985
DTW;TPA;Offline;32;Thursday;Monday;92.73833333;985
DTW;TPA;Offline;75;Thursday;Tuesday;87.44;985
DTW;TPA;Offline;87;Monday;Thursday;68.8425;985
DTW;TPA;Offline;89;Sunday;Friday;112.095;985
DTW;TPA;Expedia;42;Friday;Friday;73.49;985
DTW;TPA;Offline;14;Sunday;Sunday;128.0666667;985
DTW;TPA;Offline;22;Saturday;Sunday;121.865;985
DTW;TPA;Online Other;2;Friday;Sunday;106.98;985
DTW;TPA;Travelocity;48;Sunday;Saturday;158.14;985
DTW;TPA;Expedia;8;Sunday;Monday;95.24;985
DTW;TPA;Expedia;24;Sunday;Wednesday;78.14;985
DTW;TPA;Expedia;74;Monday;Friday;59.54;985
DTW;TPA;Expedia;47;Thursday;Tuesday;96.515;985
DTW;TPA;Online Other;52;Monday;Thursday;61.95;985
DTW;TPA;Orbitz;27;Saturday;Friday;96.75;985
DTW;TPA;Travelocity;66;Friday;Monday;64.19;985
DTW;TPA;Offline;33;Thursday;Tuesday;71.34666667;985
DTW;TPA;Travelocity;96;Sunday;Friday;64.19;985
DTW;TPA;Offline;63;Tuesday;Tuesday;81.864;985
DTW;TPA;Offline;23;Friday;Sunday;116.7233333;985
DTW;TPA;Expedia;65;Tuesday;Thursday;92.1;985
DTW;TPA;Offline;61;Saturday;Thursday;92.1;985
DTW;TPA;Offline;39;Monday;Friday;106.04875;985
DTW;TPA;Offline;8;Sunday;Monday;115.6633333;985
DTW;TPA;Offline;26;Monday;Saturday;154.37625;985
DTW;TPA;Offline;78;Sunday;Monday;59.54;985
DTW;TPA;Expedia;45;Wednesday;Saturday;158.14;985
DTW;TPA;Online Other;56;Friday;Friday;128.93;985
DTW;TPA;Offline;86;Wednesday;Friday;93.586;985
DTW;TPA;Travelocity;80;Monday;Thursday;59.54;985
DTW;TPA;Expedia;29;Friday;Saturday;106.05;985
DTW;TPA;Travelocity;23;Friday;Sunday;167.44;985
DTW;TPA;Expedia;19;Sunday;Friday;160;985
DTW;TPA;Offline;59;Monday;Thursday;110.7;985
DTW;TPA;Expedia;2;Monday;Wednesday;70.7;985
DTW;TPA;Orbitz;71;Thursday;Friday;92.1;985
DTW;TPA;Offline;129;Wednesday;Saturday;68.84;985
DTW;TPA;Offline;68;Saturday;Thursday;89.306;985
DTW;TPA;Offline;116;Sunday;Thursday;64.19;985
DTW;TPA;Online Other;59;Wednesday;Saturday;89.765;985
DTW;TPA;Offline;95;Tuesday;Saturday;105.7528571;985
DTW;TPA;Online Other;56;Tuesday;Tuesday;82.89;985
DTW;TPA;Offline;11;Sunday;Thursday;149.58;985
DTW;TPA;Expedia;10;Thursday;Sunday;73.49;985
DTW;TPA;Offline;17;Wednesday;Saturday;209.1;985
DTW;TPA;Online Other;93;Wednesday;Friday;95.44;985
DTW;TPA;Travelocity;24;Wednesday;Saturday;121.7066667;985
DTW;TPA;Offline;33;Wednesday;Monday;79.20571429;985
DTW;TPA;Expedia;96;Sunday;Friday;129.31;985
DTW;TPA;Orbitz;11;Sunday;Thursday;110.7;985
DTW;TPA;Online Other;72;Friday;Sunday;91.255;985
DTW;TPA;Travelocity;29;Friday;Saturday;103.725;985
DTW;TPA;Orbitz;1;Friday;Saturday;137.21;985
DTW;TPA;Travelocity;19;Thursday;Tuesday;79.3025;985
DTW;TPA;Expedia;70;Friday;Friday;311.87;985
DTW;TPA;Expedia;62;Wednesday;Tuesday;92.1;985
DTW;TPA;Expedia;80;Wednesday;Saturday;106.05;985
DTW;TPA;Travelocity;37;Tuesday;Thursday;78.14;985
DTW;TPA;Offline;52;Wednesday;Saturday;122.5875;985
DTW;TPA;Offline;84;Tuesday;Tuesday;59.54;985
DTW;TPA;Expedia;3;Sunday;Wednesday;70.7;985
DTW;TPA;Offline;9;Saturday;Monday;109.46;985
DTW;TPA;Offline;161;Friday;Friday;141.4;985
DTW;TPA;Offline;18;Sunday;Thursday;109.98;985
DTW;TPA;Travelocity;43;Wednesday;Thursday;68.84;985
DTW;TPA;Offline;62;Wednesday;Tuesday;59.54;985
DTW;TPA;Offline;33;Saturday;Thursday;85.50457143;985
DTW;TPA;Offline;48;Friday;Thursday;93.11244898;985
DTW;TPA;Offline;26;Thursday;Tuesday;65.536;985
DTW;TPA;Travelocity;47;Thursday;Tuesday;64.19;985
DTW;TPA;Orbitz;28;Thursday;Thursday;82.79;985
DTW;TPA;Expedia;40;Monday;Saturday;105.24;985
DTW;TPA;Online Other;91;Tuesday;Tuesday;57.77;985
DTW;TPA;Offline;4;Thursday;Monday;109.4454545;985
DTW;TPA;Travelocity;68;Thursday;Tuesday;114.2966667;985
DTW;TPA;Offline;57;Monday;Tuesday;92.1;985
DTW;TPA;Orbitz;85;Sunday;Monday;64.19;985
DTW;TPA;Offline;25;Monday;Friday;122.3811111;985
DTW;TPA;Offline;13;Saturday;Friday;180.03125;985
DTW;TPA;Expedia;77;Tuesday;Tuesday;59.54;985
DTW;TPA;Offline;58;Saturday;Monday;72.33;985
DTW;TPA;Offline;22;Thursday;Friday;169.7177778;985
DTW;TPA;Offline;59;Wednesday;Saturday;146.7633333;985
DTW;TPA;Expedia;27;Monday;Sunday;106.05;985
DTW;TPA;Offline;12;Friday;Wednesday;86.78625;985
DTW;TPA;Offline;121;Wednesday;Friday;68.84;985
DTW;TPA;Offline;87;Friday;Monday;64.19;985
DTW;TPA;Travelocity;36;Thursday;Friday;75.815;985
DTW;TPA;Expedia;41;Saturday;Friday;94.42;985
DTW;TPA;Orbitz;4;Thursday;Monday;119.07;985
DTW;TPA;Offline;4;Monday;Friday;114.9442308;985
DTW;TPA;Offline;76;Wednesday;Tuesday;59.24;985
DTW;TPA;Offline;20;Tuesday;Monday;88.77285714;985
DTW;TPA;Expedia;51;Thursday;Saturday;158.14;985
DTW;TPA;Offline;27;Monday;Sunday;188.0414286;985
DTW;TPA;Orbitz;50;Thursday;Friday;129.3;985
DTW;TPA;Offline;11;Saturday;Wednesday;74.79285714;985
DTW;TPA;Travelocity;62;Monday;Sunday;64.19;985
DTW;TPA;Online Other;27;Monday;Sunday;119.25;985
DTW;TPA;Travelocity;74;Sunday;Thursday;94.19;985
DTW;TPA;Orbitz;82;Wednesday;Monday;64.19;985
DTW;TPA;Orbitz;1;Thursday;Friday;106.98;985
DTW;TPA;Offline;43;Sunday;Monday;68.84;985
DTW;TPA;Offline;50;Friday;Saturday;101.7283333;985
DTW;TPA;Offline;57;Saturday;Sunday;64.19;985
DTW;TPA;Offline;82;Sunday;Friday;75.24;985
DTW;TPA;Expedia;122;Wednesday;Saturday;106.05;985
DTW;TPA;Orbitz;7;Monday;Monday;126.98;985
DTW;TPA;Offline;88;Tuesday;Saturday;85.904;985
DTW;TPA;Offline;47;Monday;Saturday;95.19666667;985
DTW;TPA;Expedia;38;Tuesday;Friday;73.49;985
DTW;TPA;Offline;77;Thursday;Thursday;96.24066667;985
DTW;TPA;Expedia;40;Wednesday;Monday;82.79;985
DTW;TPA;Offline;51;Friday;Sunday;184.5733333;985
DTW;TPA;Expedia;89;Sunday;Friday;64.19;985
DTW;TPA;Expedia;18;Tuesday;Saturday;101.4;985
DTW;TPA;Offline;59;Friday;Monday;68.84;985
DTW;TPA;Offline;96;Friday;Wednesday;126.98;985
DTW;TPA;Travelocity;10;Tuesday;Friday;101.4;985
DTW;TPA;Offline;73;Monday;Thursday;77.212;985
DTW;TPA;Online Other;4;Thursday;Monday;289.64;985
DTW;TPA;Offline;40;Thursday;Tuesday;68.61;985
DTW;TPA;Offline;67;Monday;Friday;127.21;985
DTW;TPA;Expedia;38;Wednesday;Saturday;158.14;985
DTW;TPA;Offline;88;Sunday;Thursday;51.69;985
DTW;TPA;Online Other;38;Tuesday;Friday;112.19;985
DTW;TPA;Offline;98;Tuesday;Tuesday;64.19;985
DTW;TPA;Online Other;40;Monday;Saturday;101.72;985
DTW;TPA;Travelocity;44;Tuesday;Thursday;96.75;985
DTW;TPA;Offline;54;Friday;Wednesday;84.34666667;985
DTW;TPA;Orbitz;29;Thursday;Friday;106.05;985
DTW;TPA;Orbitz;87;Monday;Thursday;59.54;985
DTW;TPA;Offline;84;Thursday;Thursday;85.93541667;985
DTW;TPA;Travelocity;19;Friday;Wednesday;82.79;985
DTW;TPA;Orbitz;6;Wednesday;Tuesday;73.49;985
DTW;TPA;Offline;102;Tuesday;Saturday;146.048;985
DTW;TPA;Offline;58;Friday;Sunday;110.7;985
DTW;TPA;Orbitz;58;Tuesday;Thursday;73.49;985
DTW;TPA;Online Other;24;Monday;Thursday;98.79;985
DTW;TPA;Online Other;64;Thursday;Friday;108;985
DTW;TPA;Offline;25;Saturday;Wednesday;74.25214286;985
DTW;TPA;Travelocity;52;Monday;Thursday;120;985
DTW;TPA;Expedia;71;Thursday;Friday;186.05;985
DTW;TPA;Offline;19;Saturday;Thursday;117.7133333;985
DTW;TPA;Offline;65;Thursday;Saturday;100.6216667;985
DTW;TPA;Offline;109;Tuesday;Saturday;102.8133333;985
DTW;TPA;Offline;71;Wednesday;Thursday;78.84166667;985
DTW;TPA;Offline;34;Tuesday;Monday;88.292;985
DTW;TPA;Offline;94;Monday;Thursday;83.725;985
DTW;TPA;Expedia;7;Tuesday;Tuesday;78.14;985
DTW;TPA;Offline;80;Wednesday;Saturday;108.84;985
DTW;TPA;Offline;83;Monday;Sunday;94.425;985
DTW;TPA;Travelocity;74;Monday;Friday;64.19;985
DTW;TPA;Offline;71;Thursday;Friday;135.028;985
DTW;TPA;Orbitz;83;Saturday;Friday;64.18666667;985
DTW;TPA;Online Other;21;Thursday;Thursday;101.4;985
DTW;TPA;Travelocity;17;Tuesday;Friday;169.31;985
DTW;TPA;Offline;45;Tuesday;Friday;127.3827273;985
DTW;TPA;Offline;7;Friday;Friday;188.6466667;985
DTW;TPA;Offline;116;Tuesday;Saturday;64.19;985
DTW;TPA;Offline;7;Tuesday;Tuesday;95.87880952;985
DTW;TPA;Offline;29;Friday;Saturday;124.3711111;985
DTW;TPA;Orbitz;28;Friday;Friday;106.05;985
DTW;TPA;Offline;97;Tuesday;Monday;64.19;985
DTW;TPA;Travelocity;65;Friday;Sunday;64.19;985
DTW;TPA;Offline;98;Thursday;Thursday;64.19;985
DTW;TPA;Travelocity;13;Wednesday;Tuesday;169.31;985
DTW;TPA;Offline;123;Tuesday;Saturday;68.84;985
DTW;TPA;Expedia;68;Monday;Saturday;118.38;985
DTW;TPA;Expedia;33;Friday;Wednesday;73.49;985
DTW;TPA;Offline;87;Tuesday;Friday;75.04333333;985
DTW;TPA;Offline;101;Sunday;Wednesday;92.1;985
DTW;TPA;Orbitz;19;Thursday;Tuesday;95.87;985
DTW;TPA;Offline;33;Monday;Saturday;123.7283333;985
DTW;TPA;Offline;124;Monday;Saturday;68.84;985
DTW;TPA;Orbitz;130;Tuesday;Saturday;68.84;985
DTW;TPA;Offline;67;Tuesday;Saturday;106.1814286;985
DTW;TPA;Offline;125;Tuesday;Monday;82.32;985
DTW;TPA;Offline;108;Monday;Thursday;64.19;985
DTW;TPA;Offline;52;Tuesday;Friday;110.7522222;985
DTW;TPA;Offline;33;Friday;Wednesday;81.125;985
DTW;TPA;Expedia;97;Sunday;Saturday;64.19;985
DTW;TPA;Travelocity;108;Monday;Thursday;64.19;985
DTW;TPA;Offline;63;Sunday;Sunday;143.26;985
DTW;TPA;Online Other;83;Friday;Thursday;53.58;985
DTW;TPA;Expedia;48;Tuesday;Monday;64.19;985
DTW;TPA;Online Other;43;Thursday;Friday;66.14;985
DTW;TPA;Offline;7;Sunday;Sunday;106.98;985
DTW;TPA;Travelocity;5;Friday;Wednesday;106.98;985
DTW;TPA;Expedia;25;Monday;Friday;106.05;985
DTW;TPA;Offline;68;Tuesday;Sunday;144.175;985
DTW;TPA;Orbitz;36;Friday;Saturday;128.84;985
DTW;TPA;Travelocity;18;Sunday;Thursday;101.4;985
DTW;TPA;Offline;85;Wednesday;Thursday;59.54;985
DTW;TPA;Travelocity;20;Wednesday;Tuesday;73.49;985
DTW;TPA;Expedia;1;Wednesday;Thursday;59.54;985
DTW;TPA;Expedia;40;Friday;Wednesday;128.84;985
DTW;TPA;Offline;67;Sunday;Thursday;102.91;985
DTW;TPA;Travelocity;91;Tuesday;Tuesday;64.19;985
DTW;TPA;Offline;72;Monday;Wednesday;94.31333333;985
DTW;TPA;Offline;9;Friday;Sunday;157.3763636;985
DTW;TPA;Orbitz;28;Tuesday;Tuesday;78.14;985
DTW;TPA;Travelocity;35;Friday;Friday;73.49;985
DTW;TPA;Offline;101;Wednesday;Saturday;64.7075;985
DTW;TPA;Expedia;55;Saturday;Friday;116.37;985
DTW;TPA;Expedia;35;Thursday;Thursday;84.19;985
DTW;TPA;Offline;40;Friday;Wednesday;83.11;985
DTW;TPA;Offline;114;Saturday;Monday;106.05;985
DTW;TPA;Online Other;14;Tuesday;Tuesday;167.44;985
DTW;TPA;Travelocity;52;Thursday;Sunday;96.75;985
DTW;TPA;Expedia;92;Friday;Saturday;87.44;985
DTW;TPA;Travelocity;7;Thursday;Thursday;157.68;985
DTW;TPA;Travelocity;9;Friday;Sunday;110.7;985
DTW;TPA;Orbitz;32;Thursday;Monday;73.49;985
DTW;TPA;Offline;11;Tuesday;Saturday;151.8466667;985
DTW;TPA;Orbitz;40;Friday;Wednesday;94.89;985
DTW;TPA;Offline;35;Thursday;Thursday;124.6927778;985
DTW;TPA;Offline;59;Thursday;Sunday;74.26833333;985
DTW;TPA;Expedia;20;Saturday;Friday;276.51;985
DTW;TPA;Offline;79;Monday;Wednesday;73.49;985
DTW;TPA;Online Other;4;Monday;Friday;125.58;985
DTW;TPA;Offline;99;Thursday;Friday;98.67;985
DTW;TPA;Offline;60;Monday;Friday;121.815;985
DTW;TPA;Expedia;2;Tuesday;Thursday;125.58;985
DTW;TPA;Offline;82;Wednesday;Monday;59.54;985
DTW;TPA;Orbitz;82;Monday;Saturday;59.54;985
DTW;TPA;Offline;115;Wednesday;Saturday;119.07;985
DTW;TPA;Offline;99;Wednesday;Thursday;64.19;985
DTW;TPA;Offline;62;Tuesday;Monday;78.145;985
DTW;TPA;Travelocity;35;Thursday;Thursday;82.98;985
DTW;TPA;Offline;44;Monday;Wednesday;82.33;985
DTW;TPA;Expedia;89;Monday;Saturday;64.19;985
DTW;TPA;Travelocity;82;Sunday;Friday;129.31;985
DTW;TPA;Orbitz;18;Wednesday;Sunday;167.44;985
DTW;TPA;Offline;145;Saturday;Thursday;106.05;985
DTW;TPA;Offline;47;Friday;Wednesday;85.212;985
DTW;TPA;Travelocity;81;Sunday;Thursday;106.05;985
DTW;TPA;Travelocity;23;Tuesday;Thursday;88.375;985
DTW;TPA;Offline;16;Monday;Wednesday;111.486;985
DTW;TPA;Offline;12;Saturday;Thursday;135.22;985
DTW;TPA;Offline;21;Tuesday;Tuesday;94.21666667;985
DTW;TPA;Offline;22;Wednesday;Thursday;106.3361538;985
DTW;TPA;Offline;40;Wednesday;Monday;80.932;985
DTW;TPA;Expedia;10;Wednesday;Saturday;169.31;985
DTW;TPA;Offline;27;Tuesday;Monday;79.47666667;985
DTW;TPA;Orbitz;11;Thursday;Monday;145.585;985
DTW;TPA;Expedia;3;Thursday;Sunday;520;985
DTW;TPA;Offline;64;Wednesday;Thursday;103.465;985
DTW;TPA;Online Other;21;Tuesday;Tuesday;87.07;985
DTW;TPA;Travelocity;89;Sunday;Friday;160;985
DTW;TPA;Online Other;67;Monday;Friday;82.89;985
DTW;TPA;Online Other;27;Tuesday;Monday;93.96;985
DTW;TPA;Offline;120;Wednesday;Thursday;110.7;985
DTW;TPA;Orbitz;42;Monday;Monday;68.84;985
DTW;TPA;Offline;8;Saturday;Sunday;173.96;985
DTW;TPA;Offline;24;Monday;Thursday;105.6343333;985
DTW;TPA;Travelocity;42;Thursday;Thursday;99.07333333;985
DTW;TPA;Offline;137;Monday;Friday;186.05;985
DTW;TPA;Offline;13;Thursday;Wednesday;105.515;985
DTW;TPA;Online Other;6;Monday;Sunday;106.98;985
DTW;TPA;Travelocity;96;Monday;Saturday;97.45;985
DTW;TPA;Offline;141;Thursday;Friday;160;985
DTW;TPA;Expedia;103;Monday;Saturday;64.19;985
DTW;TPA;Expedia;28;Friday;Friday;147.91;985
DTW;TPA;Online Other;12;Thursday;Tuesday;104.19;985
DTW;TPA;Offline;23;Wednesday;Friday;122.6253125;985
DTW;TPA;Offline;151;Monday;Friday;123.72;985
DTW;TPA;Offline;83;Tuesday;Monday;59.54;985
DTW;TPA;Offline;49;Monday;Monday;81.866;985
